operateur;annee;filiere;code_categorie_consommation;libelle_categorie_consommation;code_grand_secteur;libelle_grand_secteur;code_naf;libelle_secteur_naf2;conso;pdl;indqual;nombre_mailles_secretisees;code_region;libelle_region
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;20;Industrie chimique;394271.8946;102;0.999;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;192993.6127;31;0.999;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;22;Fabrication de produits en caoutchouc et en plastique;396644.6836;171;0.997;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;353738.6597;206;0.997;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;24;Métallurgie;57463.2096;22;0.999;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;61660.11597;37;0.998;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;145975.8791;60;0.998;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;30;Fabrication d'autres matériels de transport;49235.4865;17;0.998;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;37;Collecte et traitement des eaux usées;30970.57866;40;0.988;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;38;"Collecte, traitement et élimination des déchets ; récupération";140272.8767;175;0.994;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;773736.2965;2245;0.97;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;11288.67814;70;0.979;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;62;Programmation, conseil et autres activités informatiques;30021.64814;17;0.994;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;69;Activités juridiques et comptables;5534.07092;80;0.881;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";50717.90144;177;0.967;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;77;Activités de location et location-bail;10690.76017;86;0.941;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";582259.6348;3944;0.958;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;87;Hébergement médico-social et social;128008.8038;597;0.938;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;91;Bibliothèques, archives, musées et autres activités culturelles;10517.24721;34;0.96;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;94;Activités des organisations associatives;40755.29451;274;0.951;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;99;Activités des organisations et organismes extraterritoriaux;3415.54972;59;0.918;0;28;Normandie
Enedis;2018;Electricité;PRO;Petits professionels;X;Secteur Inconnu;;0;417383.529;49363;0.0;0;28;Normandie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;244685.8852;198;0.997;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie";30356.56128;124;0.982;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;194646.3541;24;0.999;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;22;Fabrication de produits en caoutchouc et en plastique;645435.841;253;0.998;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;24;Métallurgie;203138.1921;77;0.999;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;17356.2004;28;0.984;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;32;Autres industries manufacturières;52300.48414;73;0.99;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;9;0;2969.562833;1;1.0;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;33;Réparation et installation de machines et d'équipements;142852.8421;260;0.989;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;240841.2388;889;0.984;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;45;Commerce et réparation d'automobiles et de motocycles;112839.9011;943;0.93;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;1532932.298;4208;0.974;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;51;Transports aériens;231.088439;2;0.908;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;21904.17709;87;0.984;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;55;Hébergement;192580.109;824;0.948;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;56;Restauration;309260.8639;1531;0.931;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;61;Télécommunications;88420.51122;233;0.986;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;62;Programmation, conseil et autres activités informatiques;67307.40098;82;0.987;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;63;Services d'information;11196.51713;18;0.988;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;60980.85032;54;0.993;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;75;Activités vétérinaires;895.4478683;10;0.899;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;78;Activités liées à l'emploi;294.338618;8;0.897;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;80;Enquêtes et sécurité;1979.66637;13;0.886;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;90;Activités créatives, artistiques et de spectacle;7857.332077;75;0.938;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;93;Activités sportives, récréatives et de loisirs;111168.4006;384;0.968;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;98;Activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre;194.0968971;4;0.919;0;32;Hauts-de-France
Enedis;2018;Electricité;PRO;Petits professionels;I;Industrie;;0;152155.5551;10141;0.0;0;32;Hauts-de-France
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;1;0;208347.4924;1583;0.961;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;2;0;5329.613183;32;0.971;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;10;Industries alimentaires;1191424.767;1463;0.989;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;156464.6352;89;0.998;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;17;Industrie du papier et du carton;382310.5922;77;0.999;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;416905.4865;283;0.998;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;24;Métallurgie;418967.8412;91;0.999;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;88732.64757;60;0.994;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;142393.2032;60;0.998;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;28;Fabrication de machines et équipements n.c.a.;217512.1882;223;0.994;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;29;Industrie automobile;180192.4616;90;0.998;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;139253.2081;789;0.985;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;43;Travaux de construction spécialisés;56924.47452;687;0.93;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;8;0;130220.9258;152;0.998;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;9;0;76.95741704;2;0.855;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;37;Collecte et traitement des eaux usées;19416.45169;79;0.96;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;39;Dépollution et autres services de gestion des déchets;3315.057294;18;0.968;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;46;Commerce de gros, à l'exception des automobiles et des motocycles;388949.2425;1624;0.975;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;1057474.459;3052;0.972;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;49;Transports terrestres et transport par conduites;152436.1121;505;0.977;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;196968.4154;363;0.983;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;25475.43181;81;0.988;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;58;Édition;6145.237639;19;0.965;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;34806.15134;57;0.981;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;75;Activités vétérinaires;929.8470423;12;0.913;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;79;Activités des agences de voyage, voyagistes, services de réservation et activités connexes;1289.063333;11;0.945;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;82;Activités administratives et autres activités de soutien aux entreprises;71733.85602;190;0.973;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";631114.2735;4417;0.957;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;91;Bibliothèques, archives, musées et autres activités culturelles;7795.159314;40;0.955;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;94;Activités des organisations associatives;21676.23711;224;0.934;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;97;Activités des ménages en tant qu'employeurs de personnel domestique;40.56106003;2;1.0;0;44;Grand Est
Enedis;2018;Electricité;PRO;Petits professionels;X;Secteur Inconnu;;0;394914.4264;57661;0.579;0;44;Grand Est
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;2;0;2354.111493;15;0.982;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;3;0;10104.36864;18;0.979;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;10;Industries alimentaires;2122654.143;1527;0.995;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;15;Industrie du cuir et de la chaussure;23719.60189;67;0.987;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;24;Métallurgie;95199.23116;52;0.998;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;466751.2025;861;0.984;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;29;Industrie automobile;164916.4063;129;0.996;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;32;Autres industries manufacturières;48665.75747;68;0.989;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;100108.2191;352;0.98;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;43;Travaux de construction spécialisés;71199.75409;900;0.935;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;239645.8571;692;0.983;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;39;Dépollution et autres services de gestion des déchets;216.912399;1;1.0;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;50;Transports par eau;569.2503799;3;0.964;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;17122.26151;47;0.99;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;61;Télécommunications;55594.76096;136;0.975;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;62;Programmation, conseil et autres activités informatiques;44696.10785;79;0.984;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;64;Activités des services financiers, hors assurance et caisses de retraite;132530.905;539;0.972;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;65;Assurance;21157.66493;88;0.957;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;231593.1672;1613;0.948;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";30864.65317;172;0.954;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;72;Recherche-développement scientifique;39700.58277;49;0.993;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;73;Publicité et études de marché;2936.816198;26;0.922;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;75;Activités vétérinaires;1414.511783;12;0.901;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;77;Activités de location et location-bail;13197.69678;127;0.945;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;82;Activités administratives et autres activités de soutien aux entreprises;55504.03348;222;0.968;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;85;Enseignement;225875.7975;1053;0.965;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;90;Activités créatives, artistiques et de spectacle;5541.295196;53;0.969;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;17549.30186;167;0.945;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;X;Secteur Inconnu;;0;963.7314948;10;0.08;0;52;Pays de la Loire
Enedis;2018;Electricité;RES;Résidentiel;R;Résidentiel;;0;9734675.992;1965622;0.541;0;52;Pays de la Loire
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;1;0;673975.336;3116;0.959;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;3;0;17865.68284;71;0.973;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;3407.604068;20;0.973;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;14;Industrie de l'habillement;5645.188368;26;0.979;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;15;Industrie du cuir et de la chaussure;1155.365228;11;0.955;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;18;Imprimerie et reproduction d'enregistrements;31990.17274;88;0.98;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;165047.5594;377;0.981;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;69977.49207;59;0.992;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;29;Industrie automobile;15507.27777;58;0.971;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;31;Fabrication de meubles;8504.363909;58;0.951;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;158157.2163;412;0.989;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;41;Construction de bâtiments;14271.85956;190;0.904;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;36;Captage, traitement et distribution d'eau;266381.6412;672;0.983;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;37;Collecte et traitement des eaux usées;8235.377854;36;0.961;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;39;Dépollution et autres services de gestion des déchets;575.1519301;8;0.963;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;191557.6774;222;0.991;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;58;Édition;18232.34021;30;0.984;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement sonore et édition musicale";12277.90344;44;0.965;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;136051.1143;979;0.946;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;70;"Activités des sièges sociaux ; conseil de gestion";178892.8032;771;0.967;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";33582.59192;136;0.969;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;77;Activités de location et location-bail;17596.69745;167;0.955;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;82;Activités administratives et autres activités de soutien aux entreprises;73317.12847;198;0.979;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;84;"Administration publique et défense ; sécurité sociale obligatoire";608895.884;4121;0.958;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;85;Enseignement;185051.7131;798;0.966;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;87;Hébergement médico-social et social;115881.7185;571;0.942;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;93;Activités sportives, récréatives et de loisirs;58906.05471;250;0.969;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;99;Activités des organisations et organismes extraterritoriaux;22259.37705;45;0.992;0;53;Bretagne
Enedis;2018;Electricité;PRO;Petits professionels;A;Agriculture;;0;571711.9002;27801;0.609;0;53;Bretagne
Enedis;2018;Electricité;PRO;Petits professionels;I;Industrie;;0;132151.9098;11626;0.0;0;53;Bretagne
Enedis;2018;Electricité;RES;Résidentiel;R;Résidentiel;;0;8708957.865;1853189;0.612;0;53;Bretagne
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;2;0;8968.243602;92;0.969;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;12;Fabrication de produits à base de tabac;40.83451994;1;0.861;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;13;Fabrication de textiles;23196.83327;51;0.987;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;18;Imprimerie et reproduction d'enregistrements;74876.9623;181;0.985;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;20;Industrie chimique;240480.7296;137;0.996;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;21;Industrie pharmaceutique;136982.2154;37;0.997;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;297766.8031;422;0.994;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;26;Fabrication de produits informatiques, électroniques et optiques;68558.75434;57;0.991;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;27;Fabrication d'équipements électriques;162027.0232;87;0.997;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;32;Autres industries manufacturières;32579.77952;63;0.987;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;42;Génie civil;97496.81827;652;0.983;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;43;Travaux de construction spécialisés;68424.35502;1010;0.938;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;46;Commerce de gros, à l'exception des automobiles et des motocycles;522875.5036;2274;0.972;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;47;Commerce de détail, à l'exception des automobiles et des motocycles;1513116.877;4310;0.973;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;49;Transports terrestres et transport par conduites;146308.5045;474;0.979;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;31793.57116;132;0.984;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;60;Programmation et diffusion;3266.915379;13;0.989;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;66;Activités auxiliaires de services financiers et d'assurance;31476.6576;82;0.978;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;280635.7424;2106;0.949;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";47391.90666;300;0.958;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;74;Autres activités spécialisées, scientifiques et techniques;10506.83572;47;0.971;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;78;Activités liées à l'emploi;2104.372806;12;0.912;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;80;Enquêtes et sécurité;1647.987729;12;0.911;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;94;Activités des organisations associatives;79092.40836;664;0.965;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;95;Réparation d'ordinateurs et de biens personnels et domestiques;1504.239744;20;0.943;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;96;Autres services personnels;44426.89779;298;0.966;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;99;Activités des organisations et organismes extraterritoriaux;5357.472483;76;0.935;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;PRO;Petits professionels;T;Tertiaire;;0;2301710.268;267106;0.561;0;75;Nouvelle-Aquitaine
Enedis;2018;Electricité;ENT;Entreprises;A;Agriculture;2;0;15194.54251;41;0.994;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;10;Industries alimentaires;925253.5388;2151;0.982;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;11;Fabrication de boissons;215461.7634;432;0.996;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;17;Industrie du papier et du carton;65990.30119;52;0.997;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;22;Fabrication de produits en caoutchouc et en plastique;152065.9251;149;0.992;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;23;Fabrication d'autres produits minéraux non métalliques;264537.4303;461;0.995;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;28;Fabrication de machines et équipements n.c.a.;84793.16364;145;0.989;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;30;Fabrication d'autres matériels de transport;235780.7657;95;0.998;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;42;Génie civil;104772.4563;635;0.984;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;6;0;5413.038351;4;0.998;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;I;Industrie;7;0;435.9322165;6;0.93;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;37;Collecte et traitement des eaux usées;24436.504;102;0.966;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;45;Commerce et réparation d'automobiles et de motocycles;103937.6691;1001;0.925;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;52;Entreposage et services auxiliaires des transports;203739.841;486;0.984;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;53;Activités de poste et de courrier;23651.253;112;0.975;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;60;Programmation et diffusion;2819.938906;7;0.987;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;61;Télécommunications;104894.7775;256;0.986;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;62;Programmation, conseil et autres activités informatiques;24689.90146;86;0.973;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;65;Assurance;18324.97133;128;0.95;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;66;Activités auxiliaires de services financiers et d'assurance;6793.206689;81;0.912;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;68;Activités immobilières;335455.8662;2486;0.952;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;77;Activités de location et location-bail;15978.60484;142;0.961;0;76;Occitanie
Enedis;2018;Electricité;ENT;Entreprises;T;Tertiaire;81;Services relatifs aux bâtiments et aménagement paysager;18565.7907;78;0.98;0;76;Occitanie
